DCS,VC,Desc1,Attr,Size,Item#,Last Sold,OHQty,OHExtP$,SoldQty,SoldExtP$,SoldM%,Str
SHORUNW,NB,WT10,B,8,20350,4/13/2013,1,104.99,0,0,0,AA
SHORUNW,NB,WT10,B,8,20350,4/13/2013,1,104.99,1,94.49,51.62,NOV
SHORUNW,NB,WT10,B,8,20350,4/13/2013,2,209.98,0,0,0,WB
SHORUNW,NB,WT10,B,8,20350,4/13/2013,-1,-104.99,0,0,0,TC2
SHORUNW,NB,WT10,B,8,20350,4/13/2013,2,209.98,0,0,0,TC1
SHORUNW,NB,WT10,B,8,20350,4/13/2013,0,0,2,183.98,51.23,AAW
SHORUNW,NB,WT10,B,8.5,20351,1/23/2013,0,0,1,94.49,49.99,AA
SHORUNW,NB,WT10,B,8.5,20351,1/23/2013,0,0,1,94.49,49.99,NOV
SHORUNW,NB,WT10,B,8.5,20351,1/23/2013,0,0,1,94.49,50.71,NVL
SHORUNW,NB,WT10,B,8.5,20351,1/23/2013,0,0,1,89.99,48.25,WB
SHORUNW,NB,WT10,B,8.5,20351,1/23/2013,0,0,4,354.96,47.33,AAW
SHORUNW,NB,WT10,B,9,20352,4/6/2013,0,0,1,104.99,55,AA
SHORUNW,NB,WT10,B,9,20352,4/6/2013,0,0,1,104.99,53,NOV
SHORUNW,NB,WT10,B,9,20352,4/6/2013,0,0,1,104.99,55,NVL
SHORUNW,NB,WT10,B,9,20352,4/6/2013,0,0,2,204.98,52.87,TC2
SHORUNW,NB,WT10,B,9,20352,4/6/2013,0,0,1,104.99,55,TC1
SHORUNW,NB,WT10,B,9,20352,4/6/2013,0,0,2,209.98,54,AAW
SHORUNW,NB,WT10,B,9.5,20353,5/17/2013,0,0,1,94.49,49.28,AA
SHORUNW,NB,WT10,B,9.5,20353,5/17/2013,0,0,1,94.49,49.85,TC2
SHORUNW,NB,WT10,B,9.5,20353,5/17/2013,0,0,1,99.99,52.07,AAW
SHORUNW,NB,WT10,B,10,20354,2/7/2013,1,104.99,1,94.49,49.99,AA
SHORUNW,NB,WT10,B,10,20354,2/7/2013,0,0,1,99.99,52.44,NOV
SHORUNW,NB,WT10,B,10,20354,2/7/2013,1,104.99,1,99.99,52.44,NVL
APPH&H,MANZEL,GLOVE WINDSTOP RUNR,BLK,L,20355,3/30/2013,-1,-29.99,0,0,0,WB
APPH&H,MANZEL,GLOVE WINDSTOP RUNR,BLK,L,20355,3/30/2013,2,59.98,0,0,0,AAW
SHORUNW,NB,WT10,B,10.5,20356,10/19/2011,1,104.99,0,0,0,NOV
SHORUNW,NB,WT10,B,10.5,20356,10/19/2011,1,104.99,0,0,0,NVL
SHORUNW,NB,WT10,B,10.5,20356,10/19/2011,1,104.99,0,0,0,AAW
SHORUNW,NB,WT10,B,11,20358,5/11/2012,1,104.99,0,0,0,AA
SHORUNW,NB,WT10,B,11,20358,5/11/2012,1,104.99,0,0,0,NOV
SHORUNW,NB,WT10,B,11,20358,5/11/2012,1,104.99,0,0,0,WB
APPH&H,MANZEL,GLOVE WINDSTOP RUNR,BLK,S,20359,3/24/2013,-1,-29.99,0,0,0,NVL
APPH&H,MANZEL,GLOVE WINDSTOP RUNR,BLK,S,20359,3/24/2013,1,29.99,0,0,0,AAW
APPH&H,MANZEL,GLOVE WINDSTOP RUNR,BLK,M,20360,4/13/2013,-1,-29.99,0,0,0,NVL
APPH&H,MANZEL,GLOVE WINDSTOP RUNR,BLK,M,20360,4/13/2013,1,29.99,0,0,0,WB
APPH&H,MANZEL,GLOVE WINDSTOP RUNR,BLK,M,20360,4/13/2013,5,149.95,0,0,0,AAW
APPH&H,MANZEL,GLOVE SPRINT,BLK,M/L,20363,3/14/2012,-4,-63.96,0,0,0,NOV
APPH&H,MANZEL,GLOVE SPRINT,BLK,M/L,20363,3/14/2012,8,127.92,0,0,0,AAW
SHORUNW,NB,WR10,B,7.5,20366,7/18/2012,0,0,1,94.49,55.84,AA
SHORUNW,NB,WR10,B,7.5,20366,7/18/2012,0,0,1,99.99,58.27,TC1
SHORUNW,NB,WR10,B,8,20367,2/16/2013,0,0,1,99.99,54.5,AA
SHORUNW,NB,WR10,B,8,20367,2/16/2013,1,104.99,0,0,0,NOV
SHORUNW,NB,WR10,B,8.5,20368,2/22/2013,1,104.99,0,0,0,TC1
SHORUNW,NB,WR10,B,9,20369,8/4/2012,0,0,1,94.49,55.4,NVL
SHORUNW,NB,WR10,B,10,20371,5/26/2012,1,104.99,0,0,0,AA
SHORUNW,NB,WR10,B,11,20373,5/27/2011,1,104.99,0,0,0,NOV
APPPANW,BROOKS,PANT ESSNTIAL CAPRI,1,XL,20380,3/29/2013,1,64.99,0,0,0,NVL
APPPANW,BROOKS,PANT ESSNTIAL CAPRI,1,XL,20380,3/29/2013,1,64.99,0,0,0,WB
APPPANW,BROOKS,PANT ESSNTIAL CAPRI,1,XL,20380,3/29/2013,1,64.99,0,0,0,TC2
SHORUNM,NB,M760,D,9.5,20391,8/5/2012,0,0,2,129.98,23.2,AA
SHORUNM,NB,M760,D,9.5,20391,8/5/2012,0,0,1,64.99,23.2,NOV
APPSHIM,BROOKS,TOP UTPA THML 1/2ZP,907,L,20392,9/26/2012,1,79.99,0,0,0,AAW
APPSHIM,BROOKS,TOP ESSNL RUN LS ZP,414,M,20395,3/15/2013,1,64.99,0,0,0,AA
APPSHIM,BROOKS,TOP ESSNL RUN LS ZP,414,M,20395,3/15/2013,1,64.99,0,0,0,NVL
APPSHIM,BROOKS,TOP ESSNL RUN LS ZP,414,M,20395,3/15/2013,4,259.96,0,0,0,TC2
APPSHIM,BROOKS,TOP ESSNL RUN LS ZP,414,M,20395,3/15/2013,2,129.98,0,0,0,TC1
APPSHIM,BROOKS,TOP ESSNL RUN LS ZP,414,M,20395,3/15/2013,3,194.97,0,0,0,AAW
APPSHIM,BROOKS,TOP ESSNL RUN LS ZP,414,L,20397,4/26/2013,2,129.98,0,0,0,TC2
MISMED,CHO-PA,ORIGINAL KNEE STRAP,,,20400,11/21/2011,2,37.98,0,0,0,TC1
APPSHIM,BROOKS,TOP ESSNL RUN LS ZP,15,M,20401,4/3/2013,1,64.99,0,0,0,TC1
APPSHIM,BROOKS,TOP ESSNL RUN LS ZP,15,M,20401,4/3/2013,6,389.94,0,0,0,AAW
MISMED,CHO-PA,SHIN SPLINT SLEEVE,WHT,,20402,11/21/2011,8,207.92,0,0,0,TC1
APPSOCM,WIGWAM,SOCK DISTANCE,,M,20408,8/4/2012,0,0,5,23.15,36.93,NVL
APPSOCM,WIGWAM,SOCK DISTANCE,,M,20408,8/4/2012,1,7.99,1,7.99,63.45,TC1
APPSOCM,WIGWAM,SOCK DISTANCE,,L,20409,2/2/2013,5,39.95,0,0,0,TC1
APPSOCM,WIGWAM,SOCK DISTANCE,,L,20409,2/2/2013,1,7.99,0,0,0,AAW
SHORUNM,NB,M760,D,11,20427,7/17/2012,0,0,1,64.99,23.39,AA
SHORUNM,NB,M760,2E,7.5,20436,6/8/2012,0,0,1,49.99,0.98,AAW
SHORUNM,NB,M760,2E,10,20441,8/29/2012,0,0,1,64.99,23.5,AA
APPSOCM,WIGWAM,SOCK IRON FLASH PRO,228,M,20446,4/20/2013,10,119.9,0,0,0,AA
MISSOCM,WIGWAM,SOCK IRON FLASH PRO,228,M,20446,4/20/2013,0,0,2,23.98,51.63,AA
APPSOCM,WIGWAM,SOCK IRON FLASH PRO,228,M,20446,4/20/2013,6,71.94,0,0,0,NOV
APPSOCM,WIGWAM,SOCK IRON FLASH PRO,228,M,20446,4/20/2013,10,119.9,0,0,0,NVL
MISSOCM,WIGWAM,SOCK IRON FLASH PRO,228,M,20446,4/20/2013,0,0,1,11.99,51.63,NVL
MISSOCM,WIGWAM,SOCK IRON FLASH PRO,228,M,20446,4/20/2013,0,0,2,20.38,43.08,WB
APPSOCM,WIGWAM,SOCK IRON FLASH PRO,228,M,20446,4/20/2013,7,83.93,0,0,0,AAW
MISSOCM,WIGWAM,SOCK IRON FLASH PRO,228,M,20446,4/20/2013,0,0,3,29.97,41.94,AAW
SHORUNW,NB,W760,2A,8,20472,7/20/2012,0,0,1,64.99,22.62,AA
SHORUNW,NB,W760,2A,8,20472,7/20/2012,1,99.99,0,0,0,TC1
SHORUNW,NB,W760,2A,8,20472,7/20/2012,0,0,1,69.99,28.15,AAW
SHORUNW,NB,W760,2A,8.5,20473,9/2/2010,1,99.99,0,0,0,TC1
SHORUNW,NB,W760,2A,9.5,20475,7/18/2012,0,0,1,64.99,23.1,AA
SHORUNW,NB,W760,2A,9.5,20475,7/18/2012,0,0,0,-20,100,WB
SHORUNW,NB,W760,B,6,20484,1/2/2011,1,99.99,0,0,0,TC1
SHORUNW,NB,W760,B,6.5,20485,6/14/2012,0,0,1,79.99,37.68,TC2
SHORUNW,NB,W760,B,8,20488,5/5/2012,1,99.99,0,0,0,TC1
SHORUNW,NB,W760,B,10.5,20493,7/3/2012,0,0,1,64.99,23.2,AAW
SHORUNW,NB,W760,B,11,20494,6/16/2012,0,0,1,69.99,29.08,AAW
MISMED,CHO-PA,DUAL ACTION KNEE ST,BLK,S,20498,4/25/2013,4,135.96,0,0,0,AA
MISMED,CHO-PA,DUAL ACTION KNEE ST,BLK,S,20498,4/25/2013,4,135.96,0,0,0,NOV
MISMED,CHO-PA,DUAL ACTION KNEE ST,BLK,S,20498,4/25/2013,5,169.95,2,64.58,60.2,NVL
MISMED,CHO-PA,DUAL ACTION KNEE ST,BLK,S,20498,4/25/2013,2,67.98,0,0,0,WB
MISMED,CHO-PA,DUAL ACTION KNEE ST,BLK,S,20498,4/25/2013,5,169.95,0,0,0,TC2
MISMED,CHO-PA,DUAL ACTION KNEE ST,BLK,S,20498,4/25/2013,2,67.98,0,0,0,TC1
MISMED,CHO-PA,DUAL ACTION KNEE ST,BLK,S,20498,4/25/2013,5,169.95,1,33.99,62.19,AAW
APPSOCM,WIGWAM,SOCK IRON FLASH PRO,586,M,20502,4/20/2013,19,227.81,0,0,0,AA
MISSOCM,WIGWAM,SOCK IRON FLASH PRO,586,M,20502,4/20/2013,0,0,2,23.98,51.63,AA
APPSOCM,WIGWAM,SOCK IRON FLASH PRO,586,M,20502,4/20/2013,13,155.87,0,0,0,NOV
MISSOCM,WIGWAM,SOCK IRON FLASH PRO,586,M,20502,4/20/2013,0,0,3,33.57,48.17,NOV
APPSOCM,WIGWAM,SOCK IRON FLASH PRO,586,M,20502,4/20/2013,30,359.7,0,0,0,NVL
MISSOCM,WIGWAM,SOCK IRON FLASH PRO,586,M,20502,4/20/2013,0,0,4,44.36,47.7,NVL
APPSOCM,WIGWAM,SOCK IRON FLASH PRO,586,M,20502,4/20/2013,-7,-83.93,0,0,0,WB
APPSOCM,WIGWAM,SOCK IRON FLASH PRO,586,M,20502,4/20/2013,9,107.91,0,0,0,TC2
MISSOCM,WIGWAM,SOCK IRON FLASH PRO,586,M,20502,4/20/2013,0,0,1,11.99,51.63,TC2
APPSOCM,WIGWAM,SOCK IRON FLASH PRO,586,M,20502,4/20/2013,12,143.88,0,0,0,TC1
MISSOCM,WIGWAM,SOCK IRON FLASH PRO,586,M,20502,4/20/2013,0,0,2,23.98,51.63,TC1
APPSOCM,WIGWAM,SOCK IRON FLASH PRO,586,M,20502,4/20/2013,20,239.8,0,0,0,AAW
MISSOCM,WIGWAM,SOCK IRON FLASH PRO,586,M,20502,4/20/2013,0,0,6,70.74,50.81,AAW
APPSHIM,BROOKS,TOP ESSNL RUN LS ZP,15,L,20503,3/25/2013,1,64.99,0,0,0,TC1
APPSOCM,WIGWAM,SOCK IRON FLASH PRO,452,M,20504,5/9/2013,1,11.99,0,0,0,AA
MISSOCM,WIGWAM,SOCK IRON FLASH PRO,452,M,20504,5/9/2013,0,0,3,32.97,47.22,AA
APPSOCM,WIGWAM,SOCK IRON FLASH PRO,452,M,20504,5/9/2013,-1,-11.99,0,0,0,NOV
MISSOCM,WIGWAM,SOCK IRON FLASH PRO,452,M,20504,5/9/2013,0,0,2,21.58,46.25,NOV
APPSOCM,WIGWAM,SOCK IRON FLASH PRO,452,M,20504,5/9/2013,3,35.97,0,0,0,NVL
MISSOCM,WIGWAM,SOCK IRON FLASH PRO,452,M,20504,5/9/2013,0,0,5,55.15,47.42,NVL
APPSOCM,WIGWAM,SOCK IRON FLASH PRO,452,M,20504,5/9/2013,3,35.97,0,0,0,TC2
MISSOCM,WIGWAM,SOCK IRON FLASH PRO,452,M,20504,5/9/2013,0,0,2,23.98,51.63,TC2
APPSOCM,WIGWAM,SOCK IRON FLASH PRO,452,M,20504,5/9/2013,1,11.99,0,0,0,TC1
MISSOCM,WIGWAM,SOCK IRON FLASH PRO,452,M,20504,5/9/2013,0,0,3,35.97,51.63,TC1
MISSOCM,WIGWAM,SOCK IRON FLASH PRO,452,M,20504,5/9/2013,0,0,8,92.32,49.74,AAW
APPSHIM,BROOKS,TOP VERSATILE SS,3,S,20505,1/26/2013,3,95.97,0,0,0,AA
APPSHIM,BROOKS,TOP VERSATILE SS,3,S,20505,1/26/2013,2,63.98,0,0,0,NVL
APPSHIM,BROOKS,TOP VERSATILE SS,3,S,20505,1/26/2013,1,31.99,0,0,0,TC2
APPSOCM,WIGWAM,SOCK IRON FLASH PRO,72,L,20506,5/14/2013,6,71.94,0,0,0,AA
MISSOCM,WIGWAM,SOCK IRON FLASH PRO,72,L,20506,5/14/2013,0,0,1,10.19,43.08,AA
APPSOCM,WIGWAM,SOCK IRON FLASH PRO,72,L,20506,5/14/2013,3,35.97,0,0,0,NOV
MISSOCM,WIGWAM,SOCK IRON FLASH PRO,72,L,20506,5/14/2013,0,0,3,35.97,51.63,NOV
APPSOCM,WIGWAM,SOCK IRON FLASH PRO,72,L,20506,5/14/2013,6,71.94,0,0,0,NVL
MISSOCM,WIGWAM,SOCK IRON FLASH PRO,72,L,20506,5/14/2013,0,0,3,32.37,46.25,NVL
APPSOCM,WIGWAM,SOCK IRON FLASH PRO,72,L,20506,5/14/2013,1,11.99,0,0,0,WB
APPSOCM,WIGWAM,SOCK IRON FLASH PRO,72,L,20506,5/14/2013,3,35.97,0,0,0,TC2
MISSOCM,WIGWAM,SOCK IRON FLASH PRO,72,L,20506,5/14/2013,0,0,2,23.98,51.63,TC2
APPSOCM,WIGWAM,SOCK IRON FLASH PRO,72,L,20506,5/14/2013,5,59.95,0,0,0,TC1
MISSOCM,WIGWAM,SOCK IRON FLASH PRO,72,L,20506,5/14/2013,0,0,0,0,0,TC1
MISSOCM,WIGWAM,SOCK IRON FLASH PRO,72,L,20506,5/14/2013,0,0,10,110.3,47.42,AAW
SHORUNW,NB,W760,D,8,20520,1/19/2011,1,99.99,0,0,0,TC1
SHORUNW,NB,W760,D,10,20524,7/18/2012,0,0,1,59.99,16.17,AA
SHORUNW,NB,W760,D,11,20526,6/29/2012,0,0,1,49.99,-0.12,AAW
SHORUNW,NB,W1064,B,6.5,20533,12/27/2012,0,0,-1,-134.99,51.63,TC2
SHORUNW,NB,W1064,B,6.5,20533,12/27/2012,1,134.99,1,134.99,51.63,TC1
SHORUNW,NB,W1064,B,7,20534,7/20/2011,2,269.98,0,0,0,TC1
SHORUNW,NB,W1064,B,7.5,20535,8/16/2012,1,134.99,1,134.99,52.07,TC1
SHORUNW,NB,W1064,B,8,20536,11/24/2012,0,0,1,134.99,50.46,TC1
SHORUNW,NB,W1064,B,9,20538,7/19/2012,0,0,1,59.99,-3.48,AA
SHORUNW,NB,W1064,B,9,20538,7/19/2012,0,0,1,110,43.56,TC1
APPSOCM,WIGWAM,SOCK TOUR 2PK,,S,20549,2/20/2012,1,10.99,0,0,0,AAW
APPSOCM,BALEGA,SOCK ENDURO QUARTER,,S,20551,3/27/2013,0,0,3,18.49,33.15,NOV
APPSOCM,BALEGA,SOCK ENDURO QUARTER,,S,20551,3/27/2013,1,9.99,0,0,0,NVL
APPSOCM,BALEGA,SOCK ENDURO QUARTER,,S,20551,3/27/2013,0,0,4,38.96,57.7,AAW
APPSOCM,WIGWAM,SOCK TOUR 2PK,,L,20556,7/10/2012,0,0,1,10.99,59.78,WB
SHOWALW,NB,WW811WT,D,6,20578,9/29/2011,1,99.99,0,0,0,AA
SHOWALW,NB,WW811WT,D,6.5,20579,9/15/2012,0,0,1,49.99,16.08,AA
MISMED,CHO-PA,DUAL ACTION KNEE ST,BLK,M,20580,5/12/2013,4,135.96,0,0,0,AA
MISMED,CHO-PA,DUAL ACTION KNEE ST,BLK,M,20580,5/12/2013,4,135.96,0,0,0,NOV
MISMED,CHO-PA,DUAL ACTION KNEE ST,BLK,M,20580,5/12/2013,1,33.99,6,186.94,57.85,NVL
MISMED,CHO-PA,DUAL ACTION KNEE ST,BLK,M,20580,5/12/2013,1,33.99,3,98.57,59.76,WB
MISMED,CHO-PA,DUAL ACTION KNEE ST,BLK,M,20580,5/12/2013,3,101.97,1,33.99,61.87,TC2
MISMED,CHO-PA,DUAL ACTION KNEE ST,BLK,M,20580,5/12/2013,3,101.97,0,0,0,TC1
MISMED,CHO-PA,DUAL ACTION KNEE ST,BLK,M,20580,5/12/2013,3,101.97,0,0,0,AAW
MISMED,CHO-PA,DUAL ACTION KNEE ST,BLK,L,20581,5/16/2013,3,101.97,0,0,0,AA
MISMED,CHO-PA,DUAL ACTION KNEE ST,BLK,L,20581,5/16/2013,2,67.98,0,0,0,NOV
MISMED,CHO-PA,DUAL ACTION KNEE ST,BLK,L,20581,5/16/2013,5,169.95,3,101.97,61.27,NVL
MISMED,CHO-PA,DUAL ACTION KNEE ST,BLK,L,20581,5/16/2013,2,67.98,2,64.58,59.28,WB
MISMED,CHO-PA,DUAL ACTION KNEE ST,BLK,L,20581,5/16/2013,3,101.97,0,0,0,TC2
MISMED,CHO-PA,DUAL ACTION KNEE ST,BLK,L,20581,5/16/2013,3,101.97,1,25.49,48.25,TC1
MISMED,CHO-PA,DUAL ACTION KNEE ST,BLK,L,20581,5/16/2013,7,237.93,0,0,0,AAW
MISMED,STEPST,STEPSTRETCH,GRN,ONE,20582,5/9/2013,6,179.94,6,176.94,49.14,AA
MISMED,STEPST,STEPSTRETCH,GRN,ONE,20582,5/9/2013,3,89.97,8,224.92,46.65,NOV
MISMED,STEPST,STEPSTRETCH,GRN,ONE,20582,5/9/2013,11,329.89,1,23.99,37.47,NVL
MISMED,STEPST,STEPSTRETCH,GRN,ONE,20582,5/9/2013,11,329.89,2,59.98,49.98,WB
MISMED,STEPST,STEPSTRETCH,GRN,ONE,20582,5/9/2013,11,329.89,2,59.98,49.98,TC2
MISMED,STEPST,STEPSTRETCH,GRN,ONE,20582,5/9/2013,9,269.91,2,59.98,49.98,TC1
MISMED,STEPST,STEPSTRETCH,GRN,ONE,20582,5/9/2013,8,239.92,8,226.42,47,AAW
MISMED,CHO-PA,DUAL ACTION KNEE ST,BLK,XL,20583,2/27/2013,4,135.96,0,0,0,AA
MISMED,CHO-PA,DUAL ACTION KNEE ST,BLK,XL,20583,2/27/2013,3,101.97,0,0,0,NOV
MISMED,CHO-PA,DUAL ACTION KNEE ST,BLK,XL,20583,2/27/2013,4,135.96,0,0,0,NVL
MISMED,CHO-PA,DUAL ACTION KNEE ST,BLK,XL,20583,2/27/2013,3,101.97,0,0,0,WB
MISMED,CHO-PA,DUAL ACTION KNEE ST,BLK,XL,20583,2/27/2013,2,67.98,0,0,0,TC2
MISMED,CHO-PA,DUAL ACTION KNEE ST,BLK,XL,20583,2/27/2013,2,67.98,0,0,0,TC1
MISMED,CHO-PA,DUAL ACTION KNEE ST,BLK,XL,20583,2/27/2013,4,135.96,0,0,0,AAW
APPSOCM,WIGWAM,SOCK IRON TRI PR 1/4,51,XL,20592,6/29/2012,0,0,3,26.07,56.62,WB
APPSOCM,WIGWAM,SOCK IRON FLASH PRO,228,L,20595,5/11/2013,1,11.99,0,0,0,AA
MISSOCM,WIGWAM,SOCK IRON FLASH PRO,228,L,20595,5/11/2013,0,0,5,53.95,46.25,AA
APPSOCM,WIGWAM,SOCK IRON FLASH PRO,228,L,20595,5/11/2013,3,35.97,0,0,0,NOV
MISSOCM,WIGWAM,SOCK IRON FLASH PRO,228,L,20595,5/11/2013,0,0,1,10.79,46.25,NOV
MISSOCM,WIGWAM,SOCK IRON FLASH PRO,228,L,20595,5/11/2013,0,0,3,35.97,51.63,NVL
MISSOCM,WIGWAM,SOCK IRON FLASH PRO,228,L,20595,5/11/2013,0,0,2,19.18,39.52,WB
MISSOCM,WIGWAM,SOCK IRON FLASH PRO,228,L,20595,5/11/2013,0,0,4,47.96,51.63,AAW
SHORUNM,NB,M1064,D,8.5,20611,6/9/2012,0,0,1,91,28.34,TC1
APPSOCM,WIGWAM,SOCK IRON FLASH PRO,586,L,20612,4/22/2013,5,59.95,0,0,0,AA
MISSOCM,WIGWAM,SOCK IRON FLASH PRO,586,L,20612,4/22/2013,0,0,7,76.73,47.09,AA
APPSOCM,WIGWAM,SOCK IRON FLASH PRO,586,L,20612,4/22/2013,11,131.89,0,0,0,NOV
APPSOCM,WIGWAM,SOCK IRON FLASH PRO,586,L,20612,4/22/2013,11,131.89,0,0,0,NVL
MISSOCM,WIGWAM,SOCK IRON FLASH PRO,586,L,20612,4/22/2013,0,0,2,22.78,49.08,NVL
APPSOCM,WIGWAM,SOCK IRON FLASH PRO,586,L,20612,4/22/2013,6,71.94,0,0,0,WB
APPSOCM,WIGWAM,SOCK IRON FLASH PRO,586,L,20612,4/22/2013,6,71.94,0,0,0,TC1
MISSOCM,WIGWAM,SOCK IRON FLASH PRO,586,L,20612,4/22/2013,0,0,1,11.99,51.63,TC1
APPSOCM,WIGWAM,SOCK IRON FLASH PRO,586,L,20612,4/22/2013,6,71.94,0,0,0,AAW
MISSOCM,WIGWAM,SOCK IRON FLASH PRO,586,L,20612,4/22/2013,0,0,11,123.49,48.34,AAW
SHORUNM,NB,M1064,D,9,20615,6/27/2012,0,0,1,92,29.02,TC1
APPSOCM,WIGWAM,SOCK TOUR,,XL,20618,12/5/2009,1,5.99,0,0,0,AAW
APPSOCM,WIGWAM,SOCK IRON FLASH PRO,72,XL,20620,,1,11.99,0,0,0,AAW
MISACCACC,BJ,P SERIES DOUBLE BUG,,,20621,2/21/2010,2,89.98,0,0,0,AAW
MISBOO,ULTRAR,BOOK A STEP BEYND,,,20632,7/11/2011,2,39.9,0,0,0,WB
MISBOO,CED,BOOK,,,20633,7/24/2012,0,0,1,18.36,25,AA
MISBOO,CED,BOOK,,,20633,7/24/2012,1,22.95,0,0,0,WB
MISBOO,CED,BOOK,,,20634,5/11/2011,3,59.85,0,0,0,NVL
MISBOO,CED,BOOK,,,20634,5/11/2011,2,39.9,0,0,0,WB
MISBOO,CED,BOOK,,,20634,5/11/2011,3,59.85,0,0,0,TC2
MISBOO,CED,BOOK,,,20635,12/9/2011,4,67.8,0,0,0,WB
MISBOO,CED,BOOK,,,20635,12/9/2011,1,16.95,0,0,0,AAW
MISBOO,CED,BOOK,,,20636,10/16/2012,2,31.9,0,0,0,TC2
MISBOO,CED,BOOK,,,20636,10/16/2012,3,47.85,0,0,0,TC1
MISBOO,CED,BOOK,,,20637,10/1/2012,1,14.95,0,0,0,NVL
MISBOO,CED,BOOK,,,20637,10/1/2012,5,74.75,0,0,0,WB
MISBOO,CED,BOOK,,,20637,10/1/2012,1,14.95,0,0,0,AAW
MISBOO,CED,BOOK,,,20638,12/10/2011,1,12.95,0,0,0,NVL
MISBOO,CED,BOOK,,,20638,12/10/2011,3,38.85,0,0,0,WB
MISBOO,CED,BOOK,,,20638,12/10/2011,1,12.95,0,0,0,AAW
MISBOO,JOHN F,BOOK LETS PICK IT,,ONE,20639,4/30/2013,5,74.75,0,0,0,AA
MISBOO,JOHN F,BOOK LETS PICK IT,,ONE,20639,4/30/2013,3,44.85,0,0,0,NOV
MISBOO,JOHN F,BOOK LETS PICK IT,,ONE,20639,4/30/2013,2,29.9,1,13.45,33.09,NVL
MISBOO,JOHN F,BOOK LETS PICK IT,,ONE,20639,4/30/2013,1,14.95,1,13.45,33.09,WB
MISBOO,JOHN F,BOOK LETS PICK IT,,ONE,20639,4/30/2013,4,59.8,0,0,0,AAW
MISBOO,CED,BOOK,,,20640,4/18/2010,1,9.95,0,0,0,AA
MISBOO,CED,BOOK,,,20641,5/20/2009,7,55.65,0,0,0,AA
MISBOO,CED,BOOK,,,20641,5/20/2009,2,15.9,0,0,0,AAW
MISACCACC,AMPHIP,VIZLET LED SINGLES,PNK TRI,ONE,20657,5/18/2013,11,109.89,0,0,0,AA
MISACCACC,AMPHIP,VIZLET LED SINGLES,PNK TRI,ONE,20657,5/18/2013,10,99.9,0,0,0,NOV
MISACCACC,AMPHIP,VIZLET LED SINGLES,PNK TRI,ONE,20657,5/18/2013,11,109.89,0,0,0,NVL
MISACCACC,AMPHIP,VIZLET LED SINGLES,PNK TRI,ONE,20657,5/18/2013,9,89.91,0,0,0,WB
MISACCACC,AMPHIP,VIZLET LED SINGLES,PNK TRI,ONE,20657,5/18/2013,5,49.95,0,0,0,TC2
MISACCACC,AMPHIP,VIZLET LED SINGLES,PNK TRI,ONE,20657,5/18/2013,8,79.92,0,0,0,TC1
MISACCACC,AMPHIP,VIZLET LED SINGLES,PNK TRI,ONE,20657,5/18/2013,12,119.88,0,0,0,AAW
MISMED,SUPERF,INSOLE BLUE,,A,20660,4/2/2013,3,119.97,0,0,0,AA
MISMED,SUPERF,INSOLE BLUE,,A,20660,4/2/2013,3,119.97,0,0,0,NOV
MISMED,SUPERF,INSOLE BLUE,,A,20660,4/2/2013,2,79.98,1,39.99,59.84,NVL
MISMED,SUPERF,INSOLE BLUE,,A,20660,4/2/2013,2,79.98,0,0,0,WB
MISMED,SUPERF,INSOLE BLUE,,A,20660,4/2/2013,2,79.98,0,0,0,TC2
MISMED,SUPERF,INSOLE BLUE,,A,20660,4/2/2013,2,79.98,0,0,0,TC1
MISMED,SUPERF,INSOLE BLUE,,A,20660,4/2/2013,4,159.96,0,0,0,AAW
MISMED,SUPERF,INSOLE BLUE,,B,20661,4/26/2013,3,119.97,1,39.99,62.09,AA
MISMED,SUPERF,INSOLE BLUE,,B,20661,4/26/2013,2,79.98,2,71.98,57.88,NOV
MISMED,SUPERF,INSOLE BLUE,,B,20661,4/26/2013,4,159.96,2,67.98,55.4,NVL
MISMED,SUPERF,INSOLE BLUE,,B,20661,4/26/2013,4,159.96,0,0,0,WB
MISMED,SUPERF,INSOLE BLUE,,B,20661,4/26/2013,3,119.97,0,0,0,TC2
MISMED,SUPERF,INSOLE BLUE,,B,20661,4/26/2013,4,159.96,1,35.99,57.88,TC1
MISMED,SUPERF,INSOLE BLUE,,B,20661,4/26/2013,1,39.99,1,35.99,57.88,AAW
MISMED,SUPERF,INSOLE BLUE,,C,20662,5/18/2013,6,239.94,3,115.97,55.83,AA
MISMED,SUPERF,INSOLE BLUE,,C,20662,5/18/2013,6,239.94,2,71.98,53.01,NOV
MISMED,SUPERF,INSOLE BLUE,,C,20662,5/18/2013,7,279.93,3,107.97,53.01,NVL
MISMED,SUPERF,INSOLE BLUE,,C,20662,5/18/2013,3,119.97,0,0,0,WB
MISMED,SUPERF,INSOLE BLUE,,C,20662,5/18/2013,3,119.97,1,39.99,57.24,TC2
MISMED,SUPERF,INSOLE BLUE,,C,20662,5/18/2013,2,79.98,3,115.97,55.96,TC1
MISMED,SUPERF,INSOLE BLUE,,C,20662,5/18/2013,14,559.86,2,75.98,55.04,AAW
MISMED,SUPERF,INSOLE BLUE,,D,20663,5/14/2013,6,239.94,2,71.98,56.04,AA
MISMED,SUPERF,INSOLE BLUE,,D,20663,5/14/2013,6,239.94,4,139.96,54.54,NOV
MISMED,SUPERF,INSOLE BLUE,,D,20663,5/14/2013,11,439.89,7,255.93,56.26,NVL
